Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Wegmans,918833743.0,,,6.29,,6.19,6.24
Wegmans,919110708.0,,,15.29,,14.89,15.09
Wegmans,920526931.0,,,36.19,,35.09,35.64
Wegmans,922747986.0,,,17.29,,16.79,17.04
Wegmans,923314883.0,,,22.39,,21.79,22.09
Wegmans,923891080.0,,15.19,15.79,,15.39,15.46
Wegmans,924190396.0,,3.19,,,3.29,3.24
Wegmans,926444424.0,,,14.29,,13.89,14.09
Wegmans,927312846.0,,,11.89,,11.49,11.69
Wegmans,927693101.0,,24.09,19.19,,18.69,20.66
Wegmans,927879675.0,,,28.49,,27.69,28.09
Wegmans,928259579.0,,,18.79,,18.29,18.54
Wegmans,929137671.0,,,13.69,,13.29,13.49
Wegmans,929338551.0,,,20.59,,19.99,20.29
Wegmans,929458444.0,,,26.79,,25.99,26.39
Wegmans,930355523.0,,12.79,13.29,,9.09,11.72
Wegmans,931390073.0,,,17.19,,16.69,16.94
Wegmans,932170886.0,,,51.39,,49.89,50.64
Wegmans,932644749.0,,56.49,58.79,,57.09,57.46
Wegmans,932864695.0,,,27.29,,26.49,26.89
Wegmans,936330605.0,,,57.49,,55.79,56.64
Wegmans,938758588.0,,,43.39,,42.09,42.74
Wegmans,939282782.0,,,34.79,,,34.79
Wegmans,942541787.0,,28.99,,,29.29,29.14
Wegmans,943281894.0,,18.39,19.09,,18.59,18.69
Wegmans,944430721.0,,,21.19,,20.59,20.89
Wegmans,945973686.0,,55.19,57.49,,,56.34
Wegmans,946880003.0,,,59.49,,,59.49
Wegmans,947534594.0,,,41.09,,39.89,40.49
Wegmans,949435750.0,,,8.59,,8.39,8.49
Wegmans,950498192.0,,,58.79,,57.09,57.94
Wegmans,952287274.0,,,53.09,,51.59,52.34
Wegmans,952635660.0,,,12.89,,12.49,12.69
Wegmans,953126270.0,,,28.29,,27.39,27.84
Wegmans,955026913.0,,52.19,54.29,,52.69,53.06
Wegmans,955421336.0,,,18.09,,17.49,17.79
Wegmans,958194401.0,,36.09,37.59,,36.49,36.72
Wegmans,958465158.0,,,46.39,,44.99,45.69
Wegmans,959054260.0,,19.19,19.89,,19.29,19.46
Wegmans,959211839.0,,32.49,33.79,,32.79,33.02
Wegmans,962019991.0,,,31.29,,30.39,30.84
Wegmans,962420701.0,,,16.79,,16.29,16.54
Wegmans,963136610.0,,39.79,41.39,,40.19,40.46
Wegmans,963229417.0,,44.19,45.99,,44.59,44.92
Wegmans,963858888.0,,,50.49,,48.99,49.74
Wegmans,964715239.0,,,34.29,,33.29,33.79
Wegmans,965083187.0,,,33.29,,32.29,32.79
Wegmans,965370690.0,,,45.39,,44.09,44.74
Wegmans,966125119.0,,,25.49,,24.69,25.09
Wegmans,966176819.0,,,37.59,,36.49,37.04
Wegmans,966807089.0,,,55.69,,53.99,54.84
Wegmans,967167461.0,,,22.89,,22.19,22.54
Wegmans,970617307.0,,51.39,53.49,,51.89,52.26
Wegmans,971923169.0,,46.79,48.69,,61.39,52.29
Wegmans,975326196.0,,27.19,28.29,,27.49,27.66
Wegmans,975793603.0,,,42.19,,40.99,41.59
Wegmans,976976235.0,,,58.99,,57.29,58.14
Wegmans,977134983.0,,31.59,32.79,,31.89,32.09
Wegmans,978164640.0,,,13.99,,13.59,13.79
Wegmans,978196729.0,,17.19,17.89,,17.39,17.49
Wegmans,979616943.0,,1.19,1.19,,1.19,1.19
Wegmans,980113553.0,,,45.99,,44.59,45.29
Wegmans,980150388.0,,,51.99,,50.49,51.24
Wegmans,980564443.0,,33.89,35.29,,34.29,34.49
Wegmans,981197816.0,,,44.89,,43.49,44.19
Wegmans,981510405.0,,,59.99,,58.19,59.09
Wegmans,981620604.0,,,37.99,,36.89,37.44
Wegmans,986041768.0,,,24.39,,23.69,24.04
Wegmans,986134213.0,,56.59,58.89,,57.19,57.56
Wegmans,987411986.0,,,56.59,,54.99,55.79
Wegmans,987897892.0,,8.69,9.09,,,8.89
Wegmans,988776021.0,,,37.99,,36.89,37.44
Wegmans,988779486.0,,,31.89,,,31.89
Wegmans,990258086.0,,37.89,39.49,,38.29,38.56
Wegmans,992105314.0,,33.69,35.09,,34.09,34.29
Wegmans,992125856.0,,43.39,45.09,,43.79,44.09
Wegmans,993910240.0,,,23.69,,22.99,23.34
Wegmans,994344572.0,,10.49,10.89,,10.59,10.66
Wegmans,995745822.0,,,40.89,,39.69,40.29
Wegmans,995798889.0,,,57.19,,55.59,56.39
Wegmans,996262978.0,,12.69,13.19,,12.79,12.89
Wegmans,996849471.0,,11.29,11.79,,11.39,11.49
Wegmans,998831540.0,,,36.69,,35.59,36.14
Wegmans,999185078.0,,,53.29,,51.69,52.49
Whole Foods,11873171.0,,1.99,5.69,,5.49,4.39
Whole Foods,15052612.0,,1.99,59.49,,57.79,39.76
Whole Foods,16482322.0,,1.99,19.69,,,10.84
Whole Foods,16729338.0,,,8.79,9.89,,9.34
Whole Foods,16829288.0,,1.99,,,,1.99
Whole Foods,16900911.0,,1.99,32.19,36.19,,23.46
Whole Foods,16999755.0,,1.99,5.79,6.49,5.59,4.96
Whole Foods,17066659.0,,1.99,3.39,3.79,3.29,3.12
Whole Foods,19696884.0,,1.99,6.49,,6.29,4.92
Whole Foods,19911643.0,,1.99,33.49,,32.59,22.69
Whole Foods,19982129.0,,1.99,30.19,,29.29,20.49
Whole Foods,21872584.0,,1.99,8.79,9.89,8.59,7.32
Whole Foods,22132676.0,,1.99,5.99,,5.79,4.59
Whole Foods,22976162.0,,1.99,54.69,61.59,53.09,42.84
Whole Foods,23493525.0,,1.99,28.89,32.59,27.99,22.86
Whole Foods,24764365.0,,1.99,19.89,22.39,19.29,15.89
Whole Foods,25023603.0,,1.99,16.59,,,9.29
Whole Foods,25313327.0,,1.99,19.09,,18.49,13.19
Whole Foods,26132370.0,,1.99,21.99,24.79,,16.26
Whole Foods,26791818.0,,1.99,11.79,13.29,,9.02
Whole Foods,26959766.0,,1.99,59.89,,,30.94
Whole Foods,27595398.0,,,,10.69,,10.69
Whole Foods,27866264.0,,1.99,62.19,,,32.09
Whole Foods,35072231.0,,,,61.69,,61.69
Whole Foods,38126522.0,,1.99,63.19,,,32.59
Whole Foods,38399923.0,,1.99,42.69,,,22.34
Whole Foods,39408244.0,,1.99,63.99,72.19,62.19,50.09
Whole Foods,39601228.0,,1.99,24.99,28.19,24.29,19.87
Whole Foods,40555797.0,,1.99,30.19,,,16.09
Whole Foods,41066545.0,,1.99,61.79,,59.99,41.26
Whole Foods,43366358.0,,1.99,51.39,57.89,,37.09
Whole Foods,44053660.0,,1.99,,3.89,3.39,3.09
Whole Foods,44276570.0,,1.99,41.99,,,21.99
Whole Foods,44385546.0,,1.99,13.39,14.99,,10.12
Whole Foods,45509167.0,,1.99,30.59,34.49,29.69,24.19
Whole Foods,45824749.0,,1.99,31.49,35.49,30.59,24.89
Whole Foods,45845527.0,,1.99,1.79,,,1.89
Whole Foods,47158754.0,,1.99,,30.39,26.19,19.52
Whole Foods,47174618.0,,1.99,4.19,4.69,4.09,3.74
Whole Foods,48013704.0,,1.99,55.09,62.09,,39.72
Whole Foods,48258595.0,,1.99,20.19,22.79,,14.99
Whole Foods,51294147.0,,1.99,15.99,,15.59,11.19
Whole Foods,52851370.0,,1.99,46.99,52.99,,33.99
Whole Foods,53317855.0,,1.99,38.49,,37.39,25.96
Whole Foods,54236183.0,,1.99,,,23.79,12.89
Whole Foods,54548062.0,,1.99,45.49,,44.19,30.56
Whole Foods,55404606.0,,1.99,41.79,47.09,,30.29
Whole Foods,55833407.0,,1.99,31.49,35.49,30.59,24.89
Whole Foods,56176612.0,,1.99,33.99,38.29,32.99,26.82
Whole Foods,57394222.0,,1.99,34.69,39.09,,25.26
Whole Foods,57714338.0,,1.99,28.49,,,15.24
Whole Foods,58785197.0,,1.99,,,22.19,12.09
Whole Foods,59479815.0,,1.99,,56.99,49.09,36.02
Whole Foods,60042797.0,,1.99,,16.19,13.99,10.72
Whole Foods,60168857.0,,1.99,2.19,,2.19,2.12
Whole Foods,60193187.0,,1.99,8.69,9.79,,6.82
Whole Foods,60912855.0,,1.99,55.99,63.09,,40.36
Whole Foods,61278034.0,,1.99,25.09,,,13.54
Whole Foods,61566790.0,,1.99,,,35.39,18.69
Whole Foods,62068892.0,,1.99,12.09,,11.69,8.59
Whole Foods,62563085.0,,1.99,52.59,59.29,51.09,41.24
Whole Foods,63494206.0,,,24.19,27.29,,25.74
Whole Foods,65837987.0,,1.99,61.59,,59.79,41.12
Whole Foods,66025021.0,,1.99,37.49,,36.39,25.29
Whole Foods,68034486.0,,,,6.49,5.59,6.04
Whole Foods,69037528.0,,1.99,3.49,,3.39,2.96
Whole Foods,69584995.0,,1.99,12.79,14.49,,9.76
Whole Foods,70124770.0,,1.99,62.49,70.39,,44.96
Whole Foods,70324549.0,,1.99,48.59,54.69,,35.09
Whole Foods,70848410.0,,1.99,2.89,3.29,,2.72
Whole Foods,71726448.0,,1.99,8.99,10.09,,7.02
Whole Foods,73544548.0,,1.99,38.19,,,20.09
Whole Foods,73570156.0,,1.99,26.49,,25.69,18.06
Whole Foods,74029795.0,,1.99,45.29,,43.99,30.42
Whole Foods,75242878.0,,,4.19,,4.09,4.14
Whole Foods,77045464.0,,1.99,14.39,,,8.19
Whole Foods,77460052.0,,1.99,,1.39,,1.69
Whole Foods,79218866.0,,1.99,56.19,63.29,,40.49
Whole Foods,81313305.0,,1.99,58.49,,56.69,39.06
Whole Foods,81927167.0,,,38.99,43.99,37.89,40.29
Whole Foods,83141336.0,,1.99,,,56.59,29.29
Whole Foods,86262532.0,,1.99,56.19,63.39,54.59,44.04
Whole Foods,86858655.0,,1.99,,,,1.99
Whole Foods,87093736.0,,1.99,27.99,,,14.99
Whole Foods,88576101.0,,1.99,60.59,68.29,58.79,47.42
Whole Foods,90756884.0,,1.99,40.19,,38.99,27.06
Whole Foods,93351329.0,,1.99,,15.89,,8.94
Whole Foods,93696286.0,,1.99,9.29,,,5.64
Whole Foods,94769945.0,,1.99,22.09,,,12.04
Whole Foods,94849573.0,,,,70.09,,70.09
Whole Foods,95658838.0,,1.99,42.79,,41.49,28.76
Whole Foods,95862680.0,,1.99,12.79,,,7.39
Whole Foods,95866554.0,,1.99,37.19,41.89,,27.02
Whole Foods,98164748.0,,1.99,12.79,,12.39,9.06
Whole Foods,98441419.0,,1.99,30.09,,,16.04
Whole Foods,99583114.0,,1.99,26.99,,,14.49
Whole Foods,99830442.0,,1.99,63.19,,61.29,42.16
Whole Foods,101201265.0,,1.99,52.89,59.59,51.29,41.44
Whole Foods,105664025.0,,1.99,24.79,27.99,,18.26
Whole Foods,106365705.0,,1.99,22.49,25.29,21.79,17.89
Whole Foods,106599165.0,,1.99,40.69,,,21.34
Whole Foods,106918220.0,,1.99,25.89,29.19,25.09,20.54
Whole Foods,107865183.0,,1.99,35.59,,34.59,24.06
Whole Foods,109076038.0,,1.99,38.89,,37.79,26.22
Whole Foods,110354720.0,,1.99,17.19,,,9.59
Whole Foods,110497121.0,,1.99,,27.39,23.59,17.66
Whole Foods,111650456.0,,1.99,,69.79,,35.89
Whole Foods,112509592.0,,1.99,44.89,50.59,,32.49
Whole Foods,112817865.0,,1.99,61.59,,,31.79
Whole Foods,113224794.0,,1.99,41.89,,40.69,28.19
Whole Foods,113921219.0,,1.99,21.09,23.79,20.49,16.84
Whole Foods,115104280.0,,1.99,21.29,,20.69,14.66
Whole Foods,115681900.0,,1.99,,,,1.99
Whole Foods,118708197.0,,1.99,,,,1.99
Whole Foods,119616993.0,,1.99,35.39,,34.39,23.92
Whole Foods,120290503.0,,1.99,11.19,12.59,,8.59
Whole Foods,120596009.0,,1.99,58.09,65.49,56.39,45.49
Whole Foods,121620235.0,,1.99,63.09,,61.19,42.09
Whole Foods,122484761.0,,1.99,37.69,,36.59,25.42
Whole Foods,124052151.0,,1.99,21.99,,,11.99
Whole Foods,124091247.0,,1.99,57.99,,56.29,38.76
Whole Foods,125829867.0,,1.99,,17.89,,9.94
Whole Foods,126967843.0,,,,,25.89,25.89
Whole Foods,127821311.0,,1.99,22.09,,21.49,15.19
Whole Foods,127838957.0,,1.99,44.09,49.69,42.79,34.64
Whole Foods,127887048.0,,1.99,9.69,,,5.84
Whole Foods,129232150.0,,1.99,23.39,26.39,22.69,18.62
Whole Foods,129833275.0,,1.99,,33.69,,17.84
Whole Foods,130186387.0,,1.99,22.19,,,12.09
Whole Foods,130318597.0,,1.99,63.99,72.09,62.09,50.04
Whole Foods,130358296.0,,1.99,35.59,40.19,,25.92
Whole Foods,131820869.0,,1.99,58.09,65.49,56.39,45.49
Whole Foods,132112942.0,,1.99,,,,1.99
Whole Foods,132458395.0,,1.99,34.09,38.39,,24.82
Whole Foods,136528713.0,,1.99,15.39,,,8.69
Whole Foods,142231691.0,,1.99,14.59,,14.19,10.26
Whole Foods,142252924.0,,1.99,32.89,36.99,,23.96
Whole Foods,144575642.0,,1.99,19.19,21.69,,14.29
Whole Foods,144644625.0,,1.99,61.69,,,31.84
Whole Foods,145210517.0,,1.99,54.09,,52.49,36.19
Whole Foods,146021511.0,,1.99,50.19,,48.69,33.62
Whole Foods,151145905.0,,1.99,29.69,,,15.84
Whole Foods,151287985.0,,1.99,22.29,,,12.14
Whole Foods,152181269.0,,1.99,44.59,,43.29,29.96
Whole Foods,152398257.0,,1.99,6.39,7.19,6.19,5.44
Whole Foods,152458350.0,,1.99,19.69,22.19,,14.62
Whole Foods,154602616.0,,1.99,30.09,,29.19,20.42
Whole Foods,157129774.0,,1.99,7.79,,,4.89
Whole Foods,157966725.0,,1.99,19.39,,18.79,13.39
Whole Foods,158953776.0,,1.99,65.39,73.69,63.49,51.14
Whole Foods,160430177.0,,,65.09,73.39,63.19,67.22
Whole Foods,161076622.0,,1.99,64.39,72.59,,46.32
Whole Foods,161725486.0,,1.99,40.49,,39.29,27.26
Whole Foods,162045248.0,,1.99,62.79,70.79,60.99,49.14
Whole Foods,162356142.0,,1.99,52.49,59.09,50.89,41.12
Whole Foods,163383455.0,,1.99,6.29,,6.09,4.79
Whole Foods,163809044.0,,1.99,39.99,45.09,38.79,31.47
Whole Foods,164485660.0,,1.99,41.09,46.29,,29.79
Whole Foods,165254790.0,,,,40.39,,40.39
Whole Foods,165324638.0,,1.99,65.09,,63.19,43.42
Whole Foods,165526080.0,,1.99,3.99,,,2.99
Whole Foods,165559469.0,,1.99,33.69,,,17.84
Whole Foods,169472387.0,,1.99,53.49,,51.89,35.79
Whole Foods,171059624.0,,1.99,37.99,42.79,,27.59
Whole Foods,171858013.0,,1.99,32.09,36.19,,23.42
Whole Foods,172380215.0,,1.99,42.59,,,22.29
Whole Foods,173173585.0,,1.99,48.49,,47.09,32.52
Whole Foods,174429227.0,,1.99,48.09,54.19,46.69,37.74
Whole Foods,176351627.0,,1.99,,66.89,,34.44
Whole Foods,177925497.0,,1.99,,,50.29,26.14
Whole Foods,178923336.0,,1.99,15.69,17.69,,11.79
Whole Foods,182310151.0,,1.99,36.69,41.29,35.59,28.89
Whole Foods,186497742.0,,1.99,28.29,,27.39,19.22
Whole Foods,187405236.0,,1.99,45.49,51.29,44.19,35.74
Whole Foods,189054973.0,,1.99,38.49,,,20.24
Whole Foods,189565540.0,,1.99,,53.89,,27.94
Whole Foods,193724353.0,,1.99,46.79,,45.39,31.39
Whole Foods,193736714.0,,1.99,62.29,,,32.14
Whole Foods,196109651.0,,1.99,41.29,46.59,40.09,32.49
Whole Foods,196407931.0,,1.99,8.99,,8.69,6.56
Whole Foods,197321036.0,,1.99,32.19,,,17.09
Whole Foods,198082596.0,,1.99,0.69,0.69,0.59,0.99
Whole Foods,200021055.0,,1.99,,2.79,,2.39
Whole Foods,200253393.0,,,55.69,,53.99,54.84
Whole Foods,200282631.0,,1.99,29.69,,,15.84
Whole Foods,200809424.0,,1.99,49.29,55.49,,35.59
Whole Foods,201346142.0,,1.99,50.39,,,26.19
Whole Foods,204071291.0,,,31.69,,30.79,31.24
Whole Foods,205698731.0,,1.99,3.99,,3.89,3.29
Whole Foods,205812283.0,,1.99,44.79,,,23.39
Whole Foods,207648093.0,,1.99,,9.99,8.59,6.86
Whole Foods,212886542.0,,1.99,39.79,44.79,38.59,31.29
Whole Foods,213048650.0,,,20.89,,,20.89
Whole Foods,213387822.0,,1.99,38.89,43.89,37.79,30.64
Whole Foods,214212433.0,,1.99,59.39,,,30.69
Whole Foods,215480572.0,,1.99,17.99,20.19,17.39,14.39
Whole Foods,217512347.0,,1.99,30.09,33.89,29.19,23.79
Whole Foods,218294289.0,,1.99,61.19,68.99,59.39,47.89
Whole Foods,218958254.0,,1.99,13.09,14.79,12.79,10.66
Whole Foods,220433295.0,,1.99,22.59,,21.99,15.52
Whole Foods,220677427.0,,1.99,65.59,,63.69,43.76
Whole Foods,221349675.0,,1.99,41.29,,40.09,27.79
Whole Foods,222180587.0,,1.99,9.89,,,5.94
Whole Foods,222633181.0,,1.99,42.09,,,22.04
Whole Foods,223905761.0,,1.99,51.29,57.79,49.79,40.21
Whole Foods,224558960.0,,1.99,55.99,,54.39,37.46
Whole Foods,226008184.0,,,9.49,,,9.49
Whole Foods,226080317.0,,1.99,,,,1.99
Whole Foods,227635624.0,,1.99,7.49,8.49,7.29,6.32
Whole Foods,227818213.0,,1.99,61.59,69.39,59.79,48.19
Whole Foods,228431403.0,,1.99,33.29,,32.29,22.52
Whole Foods,228591095.0,,1.99,,,,1.99
Whole Foods,229341656.0,,1.99,43.19,48.69,41.89,33.94
Whole Foods,230451071.0,,1.99,26.39,29.79,25.69,20.96
Whole Foods,234033889.0,,1.99,19.29,,18.69,13.32
Whole Foods,234070455.0,,,8.29,9.29,,8.79
Whole Foods,236468029.0,,1.99,5.39,5.99,5.19,4.64
Whole Foods,236677062.0,,,62.39,,60.59,61.49
Whole Foods,236968723.0,,1.99,23.19,26.09,,17.09
Whole Foods,237280009.0,,1.99,42.09,,,22.04
Whole Foods,238245641.0,,1.99,6.09,,5.89,4.66
Whole Foods,238441424.0,,1.99,36.79,,35.69,24.82
Whole Foods,238497653.0,,1.99,41.89,47.19,,30.36
Whole Foods,240879755.0,,1.99,36.59,41.29,35.49,28.84
Whole Foods,240924482.0,,1.99,36.09,,,19.04
Whole Foods,242277190.0,,1.99,57.89,,56.19,38.69
Whole Foods,242743338.0,,1.99,48.99,55.19,47.59,38.44
Whole Foods,243131192.0,,,2.69,2.99,,2.84
Whole Foods,243785066.0,,1.99,42.49,,,22.24
Whole Foods,243934119.0,,1.99,14.99,,,8.49
Whole Foods,244294577.0,,1.99,36.69,,,19.34
Whole Foods,244899396.0,,1.99,,,37.39,19.69
Whole Foods,245619737.0,,1.99,25.49,28.69,24.69,20.22
Whole Foods,246582548.0,,,52.59,59.29,,55.94
Whole Foods,246585815.0,,1.99,16.19,18.29,15.79,13.07
Whole Foods,248544810.0,,1.99,,,35.29,18.64
Whole Foods,250622702.0,,1.99,42.39,47.79,41.09,33.32
Whole Foods,251180255.0,,1.99,15.19,,14.69,10.62
Whole Foods,252280717.0,,1.99,,19.69,16.99,12.89
Whole Foods,252888653.0,,1.99,14.69,16.59,14.29,11.89
Whole Foods,253141402.0,,1.99,39.19,44.09,37.99,30.82
Whole Foods,254804864.0,,1.99,63.79,71.89,,45.89
Whole Foods,256001467.0,,,27.99,,,27.99
Whole Foods,256779462.0,,1.99,30.29,,,16.14
Whole Foods,256906423.0,,1.99,,,10.69,6.34
Whole Foods,258597638.0,,1.99,45.79,51.59,44.39,35.94
Whole Foods,259287413.0,,1.99,12.39,,11.99,8.79
Whole Foods,262051609.0,,1.99,26.49,29.79,25.69,20.99
Whole Foods,265077864.0,,1.99,10.29,,,6.14
Whole Foods,265291556.0,,1.99,28.09,,,15.04
Whole Foods,266112120.0,,1.99,5.09,,,3.54
Whole Foods,266425823.0,,1.99,38.69,,,20.34
Whole Foods,266788198.0,,1.99,63.09,71.09,,45.39
Whole Foods,268588472.0,,1.99,25.99,29.29,,19.09
Whole Foods,269161785.0,,1.99,53.89,,,27.94
Whole Foods,269567447.0,,1.99,,72.79,,37.39
Whole Foods,270412866.0,,1.99,57.29,,,29.64
Whole Foods,271202170.0,,1.99,34.99,39.39,,25.46
Whole Foods,272466316.0,,,58.69,66.09,56.89,60.56
Whole Foods,273984951.0,,1.99,55.99,63.09,54.39,43.86
Whole Foods,275219414.0,,1.99,50.59,57.09,49.09,39.69
Whole Foods,276263379.0,,1.99,,52.39,45.09,33.16
Whole Foods,276801250.0,,1.99,65.39,73.69,63.39,51.11
Whole Foods,277014097.0,,1.99,30.49,,29.59,20.69
Whole Foods,277132090.0,,1.99,7.09,,,4.54
Whole Foods,277394644.0,,,,,22.49,22.49
Whole Foods,278001228.0,,1.99,14.89,,,8.44
Whole Foods,278003538.0,,1.99,29.99,33.79,,21.92
Whole Foods,278354885.0,,1.99,18.89,21.29,,14.06
Whole Foods,278739906.0,,1.99,1.09,1.19,,1.42
Whole Foods,283434497.0,,,,34.49,,34.49
Whole Foods,284293391.0,,1.99,59.79,,57.99,39.92
Whole Foods,285189163.0,,1.99,,,,1.99
Whole Foods,285195716.0,,1.99,45.49,51.29,,32.92
Whole Foods,285638116.0,,1.99,2.09,2.39,,2.16
Whole Foods,286798599.0,,1.99,39.69,44.69,,28.79
Whole Foods,286906735.0,,1.99,12.09,,,7.04
Whole Foods,287415946.0,,1.99,53.49,,,27.74
Whole Foods,291765113.0,,1.99,39.39,,,20.69
Whole Foods,292740862.0,,1.99,43.09,,41.89,28.99
Whole Foods,295208432.0,,1.99,62.19,70.09,60.29,48.64
Whole Foods,296821950.0,,1.99,7.29,8.29,,5.86
Whole Foods,296847415.0,,,8.89,,,8.89
Whole Foods,298558534.0,,1.99,49.29,55.49,,35.59
Whole Foods,298650567.0,,1.99,57.99,65.39,56.29,45.42
Whole Foods,299791600.0,,1.99,35.39,39.89,34.29,27.89
Whole Foods,299905463.0,,1.99,56.89,,,29.44
Whole Foods,300702726.0,,1.99,57.69,64.99,,41.56
Whole Foods,300705072.0,,1.99,55.59,62.59,53.89,43.52
Whole Foods,300970093.0,,1.99,33.19,37.39,,24.19
Whole Foods,301161010.0,,1.99,39.69,44.69,,28.79
Whole Foods,302256456.0,,1.99,2.69,3.09,2.69,2.62
Whole Foods,302857528.0,,1.99,,72.89,62.79,45.89
Whole Foods,303530277.0,,1.99,52.29,58.99,50.79,41.02
Whole Foods,303748850.0,,1.99,,,,1.99
Whole Foods,303796970.0,,1.99,17.79,,17.29,12.36
Whole Foods,304468559.0,,1.99,57.49,64.79,,41.42
Whole Foods,305207870.0,,1.99,58.99,66.49,,42.49
Whole Foods,305310988.0,,1.99,59.59,,,30.79
Whole Foods,306137567.0,,1.99,28.29,,27.49,19.26
Whole Foods,306887951.0,,1.99,16.79,,16.29,11.69
Whole Foods,308185637.0,,,,,,
Whole Foods,310069491.0,,1.99,4.79,,4.59,3.79
Whole Foods,310210791.0,,,42.89,48.29,41.59,44.26
Whole Foods,311149036.0,,1.99,,61.49,,31.74
Whole Foods,311226396.0,,1.99,45.69,,,23.84
Whole Foods,311513952.0,,1.99,45.69,51.49,,33.06
Whole Foods,311625369.0,,1.99,7.09,7.99,6.89,5.99
Whole Foods,311693284.0,,1.99,27.39,,,14.69
Whole Foods,312567137.0,,1.99,21.29,23.99,20.59,16.96
Whole Foods,312588009.0,,1.99,44.29,,42.99,29.76
Whole Foods,312735668.0,,1.99,22.39,,21.69,15.36
Whole Foods,314205929.0,,,43.09,,41.79,42.44
Whole Foods,314756902.0,,1.99,,,,1.99
Whole Foods,315128578.0,,1.99,29.19,,,15.59
Whole Foods,319176479.0,,1.99,60.19,,58.49,40.22
Whole Foods,321012038.0,,1.99,40.89,46.09,,29.66
Whole Foods,321130189.0,,1.99,44.49,,,23.24
Whole Foods,323385020.0,,,49.99,,,49.99
Whole Foods,325260449.0,,1.99,15.89,17.89,,11.92
Whole Foods,325836526.0,,1.99,50.29,,48.79,33.69
Whole Foods,325885139.0,,1.99,34.69,,33.69,23.46
Whole Foods,327470693.0,,,32.99,37.19,32.09,34.09
Whole Foods,327660050.0,,1.99,34.09,,,18.04
Whole Foods,332493471.0,,1.99,32.89,,,17.44
Whole Foods,332996724.0,,1.99,,,,1.99
Whole Foods,333664376.0,,1.99,36.99,,,19.49
Whole Foods,333868779.0,,1.99,17.99,,17.49,12.49
Whole Foods,333967502.0,,,26.19,29.49,25.39,27.02
Whole Foods,336912254.0,,1.99,27.39,,26.59,18.66
Whole Foods,337353166.0,,,53.09,59.89,51.59,54.86
Whole Foods,338728090.0,,1.99,16.49,18.59,16.09,13.29
Whole Foods,338863686.0,,1.99,6.99,7.89,,5.62
Whole Foods,339400596.0,,1.99,15.99,,15.49,11.16
Whole Foods,339765937.0,,1.99,44.79,,43.49,30.09
Whole Foods,340260209.0,,1.99,47.09,53.09,,34.06
Whole Foods,340478827.0,,1.99,8.59,,,5.29
Whole Foods,342897052.0,,1.99,53.99,,,27.99
Whole Foods,346844734.0,,1.99,,58.19,50.09,36.76
Whole Foods,349132748.0,,1.99,34.29,,33.29,23.19
Whole Foods,350639776.0,,1.99,,,,1.99
Whole Foods,352180692.0,,1.99,29.29,32.99,,21.42
Whole Foods,352259734.0,,1.99,21.69,24.49,,16.06
Whole Foods,353556196.0,,1.99,3.79,,,2.89
Whole Foods,353626798.0,,1.99,64.09,72.19,62.19,50.12
Whole Foods,354630366.0,,1.99,,,,1.99
Whole Foods,354716417.0,,1.99,40.89,,,21.44
Whole Foods,355520088.0,,1.99,1.99,2.29,1.99,2.06
Whole Foods,357064541.0,,1.99,,69.39,59.79,43.72
Whole Foods,358265858.0,,1.99,12.19,13.69,11.79,9.91
Whole Foods,360754991.0,,1.99,26.99,,26.19,18.39
Whole Foods,361415663.0,,1.99,,,28.39,15.19
Whole Foods,361609713.0,,,31.89,35.99,30.99,32.96
Whole Foods,361981249.0,,1.99,,25.59,,13.79
Whole Foods,363196884.0,,1.99,,6.59,,4.29
Whole Foods,363461563.0,,1.99,52.49,59.09,,37.86
Whole Foods,363663062.0,,1.99,19.39,,,10.69
Whole Foods,364526351.0,,1.99,32.59,,31.59,22.06
Whole Foods,365185443.0,,1.99,44.49,,43.19,29.89
Whole Foods,365630841.0,,1.99,,,,1.99
Whole Foods,367626432.0,,1.99,58.09,,56.39,38.82
Whole Foods,371212986.0,,1.99,3.19,3.59,,2.92
Whole Foods,371889838.0,,1.99,9.09,,8.89,6.66
Whole Foods,372268051.0,,,1.29,1.49,,1.39
Whole Foods,373413450.0,,1.99,12.69,,12.39,9.02
Whole Foods,373656227.0,,1.99,37.19,41.89,36.09,29.29
Whole Foods,373709792.0,,1.99,15.69,,15.29,10.99
Whole Foods,374144563.0,,1.99,26.89,,26.09,18.32
Whole Foods,374824958.0,,1.99,54.09,,,28.04
Whole Foods,375780233.0,,1.99,2.09,2.39,,2.16
Whole Foods,375916960.0,,1.99,,37.59,32.29,23.96
Whole Foods,375993782.0,,1.99,,16.79,14.49,11.09
Whole Foods,376153383.0,,1.99,27.39,30.89,26.59,21.72
Whole Foods,376311065.0,,1.99,3.89,4.29,3.69,3.46
Whole Foods,376851918.0,,1.99,40.09,,38.89,26.99
Whole Foods,377295085.0,,,2.69,,,2.69
Whole Foods,377365657.0,,1.99,,,62.49,32.24
Whole Foods,381867389.0,,1.99,8.39,,,5.19
Whole Foods,383193164.0,,1.99,42.49,,,22.24
Whole Foods,383194572.0,,1.99,5.59,6.29,,4.62
Whole Foods,383815591.0,,1.99,63.29,,,32.64
Whole Foods,386428225.0,,1.99,18.39,20.79,17.89,14.76
Whole Foods,387431034.0,,1.99,41.49,46.79,40.29,32.64
Whole Foods,387815880.0,,1.99,14.19,,13.79,9.99
